Medicine Name,Category Name,Item Type,Opening Stock,Purchase Qty,Closing Quantity,Active Stock,,,
NEO BAYN,GENERAL MEDICINE,CIRCUIT,0,1,0,1,,,
NEO FLUTIVIN BOTTLE OF 6GM NASAL SPRAY,ENT,BOTTLE,0,3,0,3,,,
NEO MERCAZOLE 5MG TABLET 120'S,GENERAL MEDICINE,BOTTLE,0,1,0,1,,,
NEOCTIDE 100MCG INJ 1ML,GENERAL MEDICINE,AMPOULE,0,1,0,1,,,
NEOCTIDE 50MCG INJ 1ML,GENERAL MEDICINE,AMPOULE,0,6,3,3,,,
NEODROL 1GM INJ,GENERAL MEDICINE,VIAL,2,2,0,4,,,
NEODROL 40MG INJECTION 1'S,GENERAL MEDICINE,VIAL,5,8,1,12,,,
NEOMIT 2 MG,GENERAL MEDICINE,INJ,1,1700,89,1612,,,
NEOMOL 80MG SUPPOS,GENERAL MEDICINE,STRIP,1,15,1,15,,,
NEOMOL INJ 100ML,GENERAL MEDICINE,BOTTLE,1,2742,69,2674,,,
NEOPEPTINE DROPS 15ML,PED,BOTTLE,1,1,1,1,,,
NEORELAX MR 4MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,5,22,1,26,,,
NEORELAX MR 8MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0,73,0,73,,,
NEOROF 1% INJ 10ML,GENERAL MEDICINE,VIAL,4,125,10,119,,,
NEOROF 1% INJ 20ML,GENERAL MEDICINE,VIAL,2,56,10,48,,,
NEOSPORIN H BOTTLE OF 5ML EAR DROPS,ENT,BOTTLE,0,1,0,1,,,
NEOSPORIN H OINTMENT 5GM,GENERAL MEDICINE,TUBE,2,6,0,8,,,
NEOSPORIN POWDER 10GM,GENERAL MEDICINE,BOTTLE,2,5,2,5,,,
NEOSPORIN SKIN OINT 20GM,GENERAL MEDICINE,TUBE,0,0,0,0,,,
NEOVAC,GENERAL MEDICINE,INJ,0,13,0,13,,,
NEOVEC 10MG INJ,GENERAL MEDICINE,INJECTION,0,5,0,5,,,
NERVIJEN INJ 2ML,GENERAL MEDICINE,VIAL,6,206,1,211,,,
NERVJET,GENERAL SURGERY,INJ,0,18,0,18,,,
NESTLE MUNCH CHOCO 10GM RS 5,GENERAL SURGERY,PACKET,212,750,212,750,,,
NESTLE NAN PRO 1 INFANT FORMULA (UPTO 6 MONTHS) TIN 400 GM,PED,TIN,0,65,0,65,,,
NESTLE NAN PRO 1 INFANT FORMULA (UPTO 6 MONTHS) VALUE PACK,PED,BOX,0,5,0,5,,,
NESTLE NAN PRO 1 STARTER INFANT FORMULA POWDER - 400 G,PED,BOX,0,27,0,27,,,
NESTLE NAN PRO 4 TIN 400GM,PED,TIN,0,2,0,2,,,
NESTLE PRE NAN BABY FOOD LOW BIRTH WEIGHT INFANT MILK FORMULA TIN OF 400 G,PED,TIN,2,29,1,30,,,
NETICOL INJ 2ML,GENERAL MEDICINE,INJECTION,0,10,0,10,,,
NETICOL INJ 4ML,GENERAL MEDICINE,INJECTION,2,9,2,9,,,
NEURO,GENERAL SURGERY,PATTIES,0,12,2,10,,,
NEUROBION FORTE TABLET 30'S,GENERAL MEDICINE,STRIP,22,3,2,23,,,
NEUROMAX 1500,GENERAL MEDICINE,INJ,0,10,0,10,,,
NEUROZAN TAB,GENERAL MEDICINE,PACKET,4,33,3,34,,,
NEUROZIDE-GN,GENERAL MEDICINE,TAB,1,72,1,72,,,
NEW LECOPE AD STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0,0,0,0,,,
NEWBONA ACTIVE STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,5,59,2,62,,,
NEWBONA JELLY SACHETS,GENERAL MEDICINE,SACHET,0,18,0,18,,,
NEXA,GENERAL MEDICINE,IV,0,2,0,2,,,
NEXITO 10MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0,1,0,1,,,
NEXITO FORTE TABLET,GENERAL MEDICINE,STRIP,0,3,0,3,,,
NEXITO PLUS TABLET,GENERAL MEDICINE,STRIP,0,10,0,10,,,
NEXOVAS 10MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0,10,0,10,,,
NEXOVAS TM 25,GENERAL MEDICINE,TAB,0,5,0,5,,,
NEXOVAS TM 50,GENERAL MEDICINE,TAB,0,5,0,5,,,
NICARDIA RETARD 10MG TABLET,GENERAL MEDICINE,STRIP,3,6,2,7,,,
NICARDIA RETARD 20MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,9,3,0,12,,,
NICODIN 5% BOTTLE OF 100ML SOLUTION,GENERAL MEDICINE,BOTTLE,0,5,0,5,,,
NICODIN 7.5 %GENERAL SURGERY SCRUB 100ML,GENERAL SURGERY,BOTTLE,19,79,6,92,,,
NICODINE 10% SOLUTION 100ML,GENERAL MEDICINE,BOTTLE,0,179,0,179,,,
NICODINE 5% SOLUTION 100ML,GENERAL MEDICINE,BOTTLE,0,130,0,130,,,
NICOFLOX INF,GENERAL MEDICINE,VIAL,0,5,0,5,,,
NICOPENTA DSR STRIP OF 10 CAPSULES,GENERAL MEDICINE,STRIP,9,40,1,48,,,
NIMODIP 30MG TABLET,GENERAL MEDICINE,STRIP,0,2,0,2,,,
NIPCARE CREAM 20GM,GENERAL MEDICINE,TUBE,1,8,1,8,,,
NIR NIRMET 100 ML,GENERAL MEDICINE,BOTTLE,100,330,100,330,,,
NIRTIN-IV,GENERAL SURGERY,INFUSOIN,3,5,1,7,,,
NISE AP,GENERAL MEDICINE,TAB,,9,6,3,,,
NITROCIN 25MG INJ,GENERAL MEDICINE,AMPOULE,4,20,3,21,,,
NITROPLUS INJ 5ML,GENERAL MEDICINE,AMPOULE,0,5,0,5,,,
NO SCARS CREAM 20GM,GENERAL MEDICINE,TUBE,0,1,0,1,,,
NORAD INJ 2ML,GENERAL MEDICINE,AMPOULE,4,10,0,14,,,
NORFLOX 400MG TABLET,GENERAL MEDICINE,STRIP,0,1,0,1,,,
NORFLOX TZ RF STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0,5,0,5,,,
NORTIPAN TABLET,GENERAL MEDICINE,STRIP,0,1,0,1,,,
NOSIKIND P 0.5% BOTTLE OF 10ML NASAL SPRAY,PED,BOTTLE,1,2,1,2,,,
NOSTRA CR 10MG TAB 10'S,GENERAL MEDICINE,STRIP,8,156,5,159,,,
NOSTRA CR 15MG TAB 5'S,GENERAL MEDICINE,STRIP,10,91,5,96,,,
NOVACLAV 1.2GM INJ,GENERAL MEDICINE,INJECTION,0,58,1,57,,,
NOVAMOX 125 MG ORAL SUSPENSION 60 ML,GENERAL MEDICINE,BOTTLE,5,6,0,11,,,
NOVAMOX 250MG REDIUSE SUSPENSION 60ML,GENERAL MEDICINE,BOTTLE,0,1,0,1,,,
NOVEFOS SACHET 8GM,GENERAL MEDICINE,SACHET,0,8,0,8,,,
NOVELON STRIP OF 21 TABLETS,GENERAL MEDICINE,STRIP,3,60,2,61,,,
NS (INFUTEC) 100 ML,GENERAL MEDICINE,BOTTLE,0,100,0,100,,,
NS 1000ML IV,GENERAL MEDICINE,VIAL,-28,14,-28,14,,,
NS 1000ML IV (PDPL),GENERAL MEDICINE,VIAL,9,14,5,18,,,
NS 100ML,GENERAL MEDICINE,INJECTION,272,12450,536,12186,,,
NS 3% INF 100ML,GENERAL MEDICINE,INFUSION,1,5,1,5,,,
NS 3000 ML (INFUTEC),GENERAL MEDICINE,PACKET,8,30,11,27,,,
NS 500ML,GENERAL SURGERY,INJECTION,12,5277,72,5217,,,
NS,GENERAL MEDICINE,INFUSION,0,25,0,25,,,
NUCOXIA P STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,10,3,1,12,,,
NUCOXIA SP TABLET,GENERAL MEDICINE,STRIP,1,12,0,13,,,
NUFORCE 150MG TABLET 2'S,GENERAL MEDICINE,STRIP,7,55,14,48,,,
NUFORCE 200MG TAB 2'S,GENERAL MEDICINE,STRIP,1,10,0,11,,,
NUFORCE SOAP 75GM,GENERAL MEDICINE,WRAP,2,39,4,37,,,
NULIFE,GENERAL SURGERY,GLOVES 6 NO,155,190,155,190,,,
NULIFE  GLOVES 6.5,GENERAL SURGERY,GLOVES,79,755,11,823,,,
NULIFE GLOVES 7 ONE PAIR,GENERAL SURGERY,PACKET,64,1616,38,1642,,,
NULIFE GLOVES,GENERAL SURGERY,7.5,100,1421,46,1475,,,
NUROCOT P TAB,GENERAL MEDICINE,STRIP,0,11,0,11,,,
NURODAY 1500MCG AMPOULE OF 1ML SOLUTION FOR INJECTION,GENERAL MEDICINE,AMPOULE,1,1,1,1,,,
NUROKIND,GENERAL MEDICINE,SYP,0,2,0,2,,,
NUROKIND 500 MCG CAPSULE 6,GENERAL MEDICINE,STRIP,0,2,0,2,,,
NUROKIND 500MCG INJ 1ML,GENERAL MEDICINE,AMPOULE,9,168,3,174,,,
NUROKIND 5GM GOLD SACHET,GENERAL MEDICINE,SACHET,25,144,12,157,,,
NUROKIND D3 STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,3,13,3,13,,,
NUROKIND GOLD INJECTION,GENERAL MEDICINE,AMPOULE,6,898,0,904,,,
NUROKIND GOLD RF STRIP OF 10 CAPSULES,GENERAL MEDICINE,STRIP,17,402,3,416,,,
NUROKIND GOLD SACHET,GENERAL MEDICINE,SACHET,0,193,0,193,,,
NUROKIND LC INJECTION 5ML,GENERAL MEDICINE,AMPOULE,15,130,0,145,,,
NUROKIND LC STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,6,203,2,207,,,
NUROLITE,GENERAL MEDICINE,INJECTION,0,192,2,190,,,
NUROLITE,GENERAL MEDICINE,TAB,5,48,6,47,,,
NUROMAC FORTE,GENERAL MEDICINE,TAB,0,1,0,1,,,
NUROMAC MD,GENERAL MEDICINE,TAB,8,119,10,117,,,
NUSAM 400MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,3,10,0,13,,,
NUZORB,GENERAL MEDICINE,TAB,4,240,5,239,,,
NYCIL COOL CHANDAN POWDER 50 GM,GENERAL SURGERY,JAR,0,1,0,1,,,
NYLUS 2.0  3336 ETHILON,GENERAL SURGERY,SUT,3,12,3,12,,,
O2 STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,6,52,3,55,,,
O2,GENERAL MEDICINE,SYP,2,2,2,2,,,
OA KNEE SUPPORT LEFT VALGUS,ORTH,MEDIUM,1,1,0,2,,,
OA KNEE SUPPORT RIGHT VVARUS,ORTH,MEDIUM,0,1,0,1,,,
OCTIRION,GENERAL MEDICINE,INJ,0,3,3,0,,,
OCUPOL EYE/EAR DROPS 5ML,ENT,BOTTLE,1,4,0,5,,,
OCUVIR 5% SKIN CREAM 5GM,GENERAL MEDICINE,TUBE,0,1,0,1,,,
OCUVIR DT 400MG TABLET,GENERAL MEDICINE,STRIP,0,3,0,3,,,
OCUVIR DT 800MG TAB,GENERAL MEDICINE,STRIP,0,2,0,2,,,
ODASTIN M STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0,26,0,26,,,
ODOMOS CREAM 25GM,GENERAL SURGERY,TUBE,0,3,0,3,,,
ODOXIL 500MG TABLET,GENERAL MEDICINE,STRIP,8,9,2,15,,,
OFLOGLAN,GENERAL SURGERY,IV,1,10,1,10,,,
OFLOKEM INF,GENERAL MEDICINE,INJECTION,0,32,0,32,,,
OFLOX 0.3% E/E DROPS 5ML,ENT,BOTTLE,1,2,1,2,,,
OFLOX 200MG INF,GENERAL MEDICINE,VIAL,94,25,4,115,,,
OFLOX 200MG TABLET,GENERAL MEDICINE,STRIP,0,12,5,7,,,
OFLOX 50MG REDIUSE,GENERAL MEDICINE,BOTTLE,0,6,0,6,,,
OFLOXACIN INJ 100ML,GENERAL MEDICINE,VIAL,0,2,0,2,,,
OFUXIN INJ,GENERAL MEDICINE,INJECTION,1,172,2,171,,,
OKACET 10MG TABLET,GENERAL MEDICINE,STRIP,10,235,7,238,,,
OKAMET 500MG STRIP OF 20 TABLETS,GENERAL MEDICINE,STRIP,10,1,0,11,,,
OLEANZ 5MG TABLET,GENERAL MEDICINE,STRIP,9,3,0,12,,,
OLMARK AH TABLET,GENERAL MEDICINE,STRIP,0,36,0,36,,,
OLMEBLU 20MG TAB 15'S,GENERAL MEDICINE,STRIP,0,1,0,1,,,
OLMEBLU AM 20MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0,4,0,4,,,
OLMESAR 20MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0,1,1,0,,,
OLMETIME AMH 20MG TABLET,GENERAL MEDICINE,STRIP,0,3,0,3,,,
OLMEZEST 20MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0,0,0,0,,,
OLMEZEST AM 20MG TABLET,GENERAL MEDICINE,STRIP,0,8,0,8,,,
OLMO AM TABLET,GENERAL MEDICINE,STRIP,0,2,0,2,,,
OLSAR A 40MG TABLET,GENERAL MEDICINE,STRIP,0,1,0,1,,,
OLSAR CH 20/6.25MG TAB 10'S,GENERAL MEDICINE,STRIP,0,1,0,1,,,
OLSERTAIN 20MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0,2,0,2,,,
OMEE 20MG STRIP OF 20 CAPSULES,GENERAL MEDICINE,STRIP,0,1,0,1,,,
OMEZ D CAP 15'S,GENERAL MEDICINE,STRIP,11,10,0,21,,,
OMEZ DSR STRIP OF 15 CAPSULES,GENERAL MEDICINE,STRIP,10,1,0,11,,,
OMEZ O,GENERAL MEDICINE,SUSP,0,1,0,1,,,
OMITAX,GENERAL MEDICINE,INJ,1,49,0,50,,,
OMNACORTIL 10,GENERAL MEDICINE,TAB,25,37,10,52,,,
OMNACORTIL 20MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,4,10,4,10,,,
OMNACORTIL 5MG SUSP 60ML,GENERAL MEDICINE,BOTTLE,0,16,0,16,,,
OMNACORTIL 5MG TABLET,GENERAL MEDICINE,STRIP,10,20,9,21,,,
OMNI GEL 30GM,GENERAL MEDICINE,TUBE,0,1,0,1,,,
ONDANSETRAN 2MG INJ 2ML,GENERAL MEDICINE,I V AMPOULE,0,50,0,50,,,
ONDEM 4MG TABLET,GENERAL MEDICINE,STRIP,0,2,1,1,,,
ONDEM SYP,GENERAL MEDICINE,BOTTLE,2,50,1,51,,,
ONDERO MET 2.5MG/500MG,GENERAL MEDICINE,STRIP,1,2,0,3,,,
ONDIFIX,GENERAL SURGERY,INJ,-10,10,-10,10,,,
ONDODER,GENERAL MEDICINE,INJ,42,1529,0,1571,,,
ONFUROX 250MG,GENERAL MEDICINE,TAB,4,115,2,117,,,
ONFUROX 500 MG,GENERAL MEDICINE,TAB,36,821,17,840,,,
ONVIN 4 MG INJECTION 2 ML X 5,GENERAL MEDICINE,BOTTLE,0,160,0,160,,,
ONVIN INJ,GENERAL MEDICINE,INJECTION,0,580,0,580,,,
OPHTHALMIC DRAPE PLAIN SHEET SIZE 100 X 70 CM INCISE AREA 7 X 9 CM D700 20 NO'S,GENERAL SURGERY,PACKET,0,0,0,0,,,
OPOX 200MG TABLET,GENERAL MEDICINE,STRIP,10,22,4,28,,,
OPOX CV 200MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,10,29,7,32,,,
OPTY SET 10CM 2.7MRS,GENERAL SURGERY,BOX,0,24,0,24,,,
ORAL-B 123 TOOTH BRUSH,GENERAL SURGERY,PACKET,4,40,4,40,,,
ORASEP GEL LIQUID,GENERAL MEDICINE,BOTTLE,3,7,3,7,,,
ORCIBEST 10MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0,1,0,1,,,
ORENEM 1GM,GENERAL MEDICINE,INJ,5,15,5,15,,,
ORGARD,GENERAL SURGERY,MOUTH WASH,0,5,0,5,,,
ORITAXIM 1GM INJ,GENERAL MEDICINE,INJECTION,0,107,0,107,,,
ORNEM,GENERAL MEDICINE,INJ,0,7,0,7,,,
ORNILAS,GENERAL MEDICINE,INJ,2,5,2,5,,,
OROFER FCM INJ 10ML,GENERAL MEDICINE,VIAL,0,4,0,4,,,
OROFER S 200MG INJECTION 10ML,GENERAL MEDICINE,AMPOULE,0,17,0,17,,,
OROFER XT BOTTLE OF 30 TABLETS,GENERAL MEDICINE,BOTTLE,0,2,0,2,,,
OROFER XT TAB 10`S,GENERAL MEDICINE,STRIP,4,84,0,88,,,
OROGARD FRESH MINT FLAVOUR MOUTHWASH 100ML,GENERAL SURGERY,BOTTLE,14,240,1,253,,,
OROGARD MOUTH WASH 60ML,GENERAL SURGERY,BOTTLE,0,41,0,41,,,
ORS APPLE FLAVOUR TETRAPACK OF 200ML LIQUID,GENERAL SURGERY,TETRAPACK,1,12,1,12,,,
ORS ORANGE FLAVOUR TETRAPACK OF 200ML LIQUID,GENERAL SURGERY,TETRAPACK,3,43,3,43,,,
ORS POWDR 21GM,GENERAL SURGERY,SACHET,3,5,3,5,,,
ORTHO,ORTH,GLOVES,17,20,1,36,,,
ORTHO GLOVES NO 8,GENERAL SURGERY,GLOVES,10,89,1,98,,,
ORTHO GLOVUS,ORTH,7.5 NO,22,28,22,28,,,
OSTEOFOS 35MG TABLET,ORTH,STRIP,1,7,1,7,,,
OSTEOFOS 70MG TABLET,ORTH,STRIP,1,14,1,14,,,
OSTEOKIT,ORTH,BOTTLE,1,5,0,6,,,
OSTODOL,ORTH,GEL,1,69,1,69,,,
OTEK AC NEO EAR DROP 5ML,ENT,BOTTLE,0,8,0,8,,,
OTEK AF,ENT,DROP,1,3,2,2,,,
OTOGESIC BOTTLE OF 10ML EAR DROPS,ENT,BOTTLE,1,51,2,50,,,
OTRIVIN ADULT 0.1% NASAL SPRAY,ENT,BOTTLE,2,55,1,56,,,
OTRIVIN C 0.05% BOTTLE OF 10ML NASAL SPRAY,ENT,BOTTLE,0,1,0,1,,,
OTRIVIN OXY FAST ADULT RELIEF NASALSPRAY,ENT,BOTTLE,0,3,0,3,,,
OTRIVIN PAEDIATRIC 0.05 % NASAL DROPS 10 ML,PED,BOTTLE,2,15,1,16,,,
OVAA SHIELD DS CAPSULE 30,OBGY,STRIP,2,2,2,2,,,
OVABLESS MYO ORANGE FLAVOUR STRIP OF 10 CHEWABLE TABLETS,OBGY,STRIP,15,423,41,397,,,
OVABLESS STRIP OF 10 TABLETS,OBGY,STRIP,11,42,4,49,,,
OVACARE STRIP OF 15 TABLETS,OBGY,STRIP,0,3,0,3,,,
OVIGYN 75MG DSR STRIP OF 7 TABLETS,OBGY,STRIP,3,9,1,11,,,
OVIPAUZ L TABLET,OBGY,STRIP,0,6,0,6,,,
OVRAL L STRIP OF 21 TABLETS,OBGY,STRIP,6,14,4,16,,,
OXIDET -OXY,GENERAL SURGERY,SENSOR,1,1,1,1,,,
OXIPOD 50MG SUSP 30ML,PED,BOTTLE,0,5,0,5,,,
OXIPOD DROPS 10ML,PED,BOTTLE,0,1,0,1,,,
OXUM ANTISEPTIC SPRAY BOTTLE OF 100ML,GENERAL SURGERY,BOTTLE,1,21,0,22,,,
OXYGEN ADULT MASK,GENERAL MEDICINE,PACKET,1,3,1,3,,,
OXYGEN MASK PEAD 1'S,GENERAL SURGERY,PACKET,0,1,0,1,,,
OXYSPAS 5MG TABLET,GENERAL MEDICINE,STRIP,1,3,1,3,,,
P U C 650MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,4,13,0,17,,,
PACE SP,GENERAL MEDICINE,TAB,4,28,2,30,,,
PAINTAWIN,GENERAL MEDICINE,INJ,9,201,8,202,,,
PALSINURON CAP 30'S,GENERAL MEDICINE,STRIP,28,22,4,46,,,
PAMPERS ACTIVE BABY DIAPER,PED,PACK,10,40,10,40,,,
PAMPERS ACTIVE BABY PANTS MEDIUM DIAPER 9,PED,PACKET,0,2,0,2,,,
PAMPERS NEW BORN,PED,DIAPER,0,8,0,8,,,
PAMPERS NEW BORN DIAPER PANTS XS 10'S,PED,PACKET,1,1,1,1,,,
PAN 20MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,3,42,1,44,,,
PAN 40MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,7,59,4,62,,,
PAN 80MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,10,11,2,19,,,
PAN MPS BOTTLE OF 200ML SUSPENSION,GENERAL MEDICINE,BOTTLE,0,19,6,13,,,
PANDIUM,GENERAL MEDICINE,INJ,2,45,2,45,,,
PANEASE DSR,GENERAL MEDICINE,CAP,5,180,8,177,,,
PANSALVE DSR CAP,GENERAL MEDICINE,STRIP,24,10,12,22,,,
PANTAB 20MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0,2,0,2,,,
PANTAFAST DSR,GENERAL MEDICINE,CAP,4,40,1,43,,,
PANTAFULL,GENERAL SURGERY,INJ,1,0,1,0,,,
PANTAKIND 40,GENERAL MEDICINE,TAB,1,12,1,12,,,
PANTAKIND 40MG TAB 15'S,GENERAL MEDICINE,STRIP,5,149,1,153,,,
PANTAKIND FLUX CAPSULE,GENERAL MEDICINE,STRIP,9,27,1,35,,,
PANTAKIND INJ 10ML,GENERAL MEDICINE,INJECTION,1,150,1,150,,,
PANTIN 40MG INJ,GENERAL MEDICINE,VIAL,1,2,1,2,,,
PANTIN L CAPSULE,GENERAL MEDICINE,STRIP,0,3,0,3,,,
PANTOCID 40MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0,5,0,5,,,
PANTOCID IT CAPSULE,GENERAL MEDICINE,STRIP,0,11,1,10,,,
PANTOCLAS 40 MG INJECTION 1 ML,GENERAL MEDICINE,INJECTION,0,50,0,50,,,
PANTOCOAT DSR,GENERAL MEDICINE,CAPSULE,3,30,20,13,,,
PANTOFRESH D,GENERAL MEDICINE,TAB,5,44,2,47,,,
PANTOFRESH DSR STRIP OF 10 CAPSULES,GENERAL MEDICINE,STRIP,12,36,0,48,,,
PANTOGLEN DSR STRIP OF 10 CAPSULES,GENERAL MEDICINE,STRIP,5,26,0,31,,,
PANTOLET,GENERAL SURGERY,INJ,8,480,8,480,,,
PANTOP MPS MINT FLAV SF SYP 200ML,GENERAL MEDICINE,BOTTLE,0,1,0,1,,,
PANTORIDE,GENERAL SURGERY,INJ,0,724,0,724,,,
PANTOSEC D TABLET,GENERAL MEDICINE,STRIP,9,80,0,89,,,
PANTOSEC DSR STRIP OF 10 CAPSULES,GENERAL MEDICINE,STRIP,1,20,1,20,,,
PANTOZEE 40MG INJ,GENERAL MEDICINE,INJECTION,207,852,54,1005,,,
PANZOLAB,GENERAL MEDICINE,INJ,4,85,4,85,,,
PAPER TAPE 1 INCH PRESENS NM,GENERAL SURGERY,PACKET,0,3,0,3,,,
PAPER TAPE 2 INCH PRESENS NM,GENERAL SURGERY,PACKET,4,6,4,6,,,
PARACIP 650MG TABLET,GENERAL MEDICINE,STRIP,8,2,0,10,,,
PARAMAY IV 1% INFUSION 100ML,GENERAL MEDICINE,INFUSION,5,9,5,9,,,
PARAZEX,GENERAL SURGERY,IV,0,80,0,80,,,
PAUSE 500MG TABLET,GENERAL MEDICINE,STRIP,3,29,3,29,,,
PAUSE INJ 5ML,GENERAL MEDICINE,AMPOULE,0,20,0,20,,,
PAUSE MF STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,6,51,2,55,,,
PEAK FLOW METER KIT,GENERAL MEDICINE,BOX,5,8,4,9,,,
PEARS PURE AND GENTLE SOAP 100 GM,GENERAL SURGERY,PACKET,0,1,0,1,,,
PEDIA DRIP PEDIATRIC MEASURED VOLUME IV SET SS-3058,PED,BOX,8,39,13,34,,,
PEDIA DRIP PLUS (ROMSONS),PED,PACKET,0,0,0,0,,,
PENIDURE LA 12 INJ,GENERAL MEDICINE,VIAL,0,10,2,8,,,
PENTAB 20MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,1,1,0,2,,,
PENTAB D STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,6,5,0,11,,,
PENTAZOCINE PEFLINE,GENERAL MEDICINE,INJ,0,80,0,80,,,
PENTRELIFE 1ML,GENERAL MEDICINE,INJ,0,30,0,30,,,
PERINORM INJ 2ML,GENERAL MEDICINE,AMPOULE,0,55,0,55,,,
PERMTRIN,GENERAL MEDICINE,LOTION,0,1,0,1,,,
PERPETIL,GENERAL MEDICINE,INJ,5,100,5,100,,,
PEXEP CR 12.5MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0,1,0,1,,,
PFANTO D 40MG CAPSULE,GENERAL MEDICINE,STRIP,9,90,0,99,,,
PFANTO INJ,GENERAL MEDICINE,INJ,5,1586,0,1591,,,
PHENERGAN 25MG AMPOULE OF 2ML SOLUTION FOR INJECTION,GENERAL MEDICINE,AMPOULE,5,15,5,15,,,
PHOTOFUSION I.V. SET,GENERAL MEDICINE,PACKET,3,3,3,3,,,
PIBACT 4.5GM INJ,GENERAL MEDICINE,INJECTION,0,161,0,161,,,
PILENORM,OBGY,TAB,12,69,11,70,,,
PILORUTE EP,OBGY,CREAM,9,31,5,35,,,
PILORUTE EP FORTE,OBGY,TAB,0,8,4,4,,,
PIOZ 15MG STRIP OF 10 TABLETS,OBGY,STRIP,0,6,0,6,,,
PIPETAZ,GENERAL SURGERY,INJ,0,112,3,109,,,
PIPOBAC 4.5GM INJ,GENERAL SURGERY,INJECTION,0,5,0,5,,,
PIPRATAZ 4000/500 MG INJECTION 1,GENERAL SURGERY,INJECTION,0,300,0,300,,,
PIPZAM 2.25GM INJ,GENERAL SURGERY,INJECTION,0,5,0,5,,,
PIPZOTAZ,GENERAL SURGERY,INJ,0,20,14,6,,,
PIROTAZ,GENERAL SURGERY,INJ,0,5,0,5,,,
PITOCIN INJ 1ML,OBGY,AMPOULE,18,0,18,0,,,
PLACENTRAX,OBGY,GEL,2,17,2,17,,,
PLACENTREX GEL 20GM,OBGY,TUBE,1,5,0,6,,,
PLACIDA PLUS TABLET,OBGY,STRIP,6,79,10,75,,,
PLACIDA STRIP OF 10 TABLETS,OBGY,STRIP,0,11,0,11,,,
PLAIN SHEET D 301 200X120CM,GENERAL SURGERY,PACKET,5,57,4,58,,,
PLASTER OF PARIS,GENERAL SURGERY,PACKET,0,0,0,0,,,
PNEAZ,GENERAL MEDICINE,OIL,23,315,4,334,,,
POLYBION LC BOTTLE OF 100ML SYRUP,GENERAL MEDICINE,PACKET,0,1,0,1,,,
POLYMED 3 WAY 13022 200 CM EXTENSION TUBE 1 NO'S,GENERAL SURGERY,PACKET,0,0,0,0,,,
POVID 10%,GENERAL SURGERY,PACKET,79,655,16,718,,,
POLYBION LC BOTTLE OF 100ML SYRUP,GENERAL MEDICINE,BOTTLE,0,3,0,3,,,
POLYFLOW EXTENSIN,GENERAL SURGERY,SET,1,0,1,0,,,
POLYMED 3 WAY 13022 200 CM EXTENSION TUBE 1 NO'S,GENERAL SURGERY,PACKET,0,10,0,10,,,
POTASIUM CHLORIDE,GENERAL SURGERY,INJ,0,18,0,18,,,
POTASSIUM CHLORIDE INJ 10ML,GENERAL SURGERY,INJECTION,4,50,3,51,,,
POTASSIUM PERMANGANAT CRY 20GM,GENERAL SURGERY,BOTTLE,4,5,4,5,,,
POTCL INJ 10ML,GENERAL SURGERY,INFUSION,0,10,0,10,,,
POVID 10%,OBGY,SOLUTION,48,100,1,147,,,
POVID 7.5%,GENERAL SURGERY,SCRUB,0,10,0,10,,,
POVIDON,GENERAL SURGERY,SOLUTION,0,20,20,0,,,
PRASUTI PADS,OBGY,PAD,0,149,0,149,,,
PRAZOBACT 4.5GM INJ,GENERAL MEDICINE,INJECTION,1,21,1,21,,,
PREGABA NT STRIP OF 10 TABLETS,OBGY,STRIP,0,14,4,10,,,
PREGABCTIN M,OBGY,CAP,0,2,0,2,,,
